map_idx,method,step,coverage
2892,baseline,2,0.5681524366252599
2892,baseline,3,0.6938901691866675
2892,baseline,4,0.8147377887696026
2892,baseline,5,0.9327187903996402
2892,baseline,6,0.937440278792648
2892,baseline,7,0.9989320442920577
2942,diffusion,1,0.38143014301430145
2942,diffusion,2,0.5867986798679868
2942,diffusion,3,0.695049504950495
2942,diffusion,4,0.731001100110011
2942,diffusion,5,0.8246424642464246
2942,diffusion,6,0.8360836083608361
2942,diffusion,7,0.8830803080308031
2942,diffusion,8,0.9445544554455445
2942,diffusion,9,0.9445544554455445
2942,diffusion,10,0.9445544554455445
2942,diffusion,11,0.9445544554455445
2942,diffusion,12,0.9445544554455445
2942,diffusion,13,0.9445544554455445
2942,diffusion,14,0.9445544554455445
2942,diffusion,15,0.9445544554455445
2942,diffusion,16,0.9445544554455445
2942,diffusion,17,0.9445544554455445
2942,diffusion,18,0.9445544554455445
2942,diffusion,19,0.9445544554455445
2942,diffusion,20,0.9445544554455445
2942,baseline,1,0.38143014301430145
2942,baseline,2,0.45196919691969195
2942,baseline,3,0.5893509350935093
2942,baseline,4,0.7968316831683169
2942,baseline,5,0.8947414741474148
2942,baseline,6,0.9631683168316831
3121,diffusion,1,0.3494971264367816
3121,diffusion,2,0.5929418103448276
3121,diffusion,3,0.819683908045977
3121,diffusion,4,0.923895474137931
3121,diffusion,5,0.9900772270114943
3121,baseline,1,0.3494971264367816
3121,baseline,2,0.5569773706896551
3121,baseline,3,0.7268767959770115
3121,baseline,4,0.9405531609195402
3121,baseline,5,0.9925017959770115
3181,diffusion,1,0.09221418841035314
3181,diffusion,2,0.1042858639840721
3181,diffusion,3,0.13157288064549932
3181,diffusion,4,0.19647909462433197
3181,diffusion,5,0.32884837053337523
3181,diffusion,6,0.377931468091795
3181,diffusion,7,0.47027140312270777
3181,diffusion,8,0.4988997170701037
3181,diffusion,9,0.7659226658283559
3181,diffusion,10,0.8643193964162214
3181,diffusion,11,0.9222885884941843
3181,diffusion,12,0.9225400817353033
3181,diffusion,13,0.9842187991197736
3181,baseline,1,0.09221418841035314
3181,baseline,2,0.1042858639840721
3181,baseline,3,0.13157288064549932
3181,baseline,4,0.19647909462433197
3181,baseline,5,0.32884837053337523
3181,baseline,6,0.377931468091795
3181,baseline,7,0.47027140312270777
3181,baseline,8,0.6045268783401446
3181,baseline,9,0.7464948129519019
3181,baseline,10,0.8098082364036466
3181,baseline,11,0.8772293827936708
3181,baseline,12,0.9725034056376402
3699,diffusion,1,0.21510950605778192
3699,diffusion,2,0.4146668219944082
3699,diffusion,3,0.62409715750233
3699,diffusion,4,0.8462837837837838
3699,diffusion,5,0.9178122087604846
3699,diffusion,6,0.947081780055918
3699,diffusion,7,0.9924568965517241
3699,baseline,1,0.21510950605778192
3699,baseline,2,0.3858049860205033
3699,baseline,3,0.5073392357875116
3699,baseline,4,0.619408201304753
3699,baseline,5,0.7855020969245107
3699,baseline,6,0.8202760950605779
3699,baseline,7,0.910472972972973
3699,baseline,8,0.9897192451071761
4034,diffusion,1,0.26145023768203424
4034,diffusion,2,0.47955179959254507
4034,diffusion,3,0.6419678563344149
4034,diffusion,4,0.838904399003999
4034,diffusion,5,0.9259035690032446
4034,diffusion,6,0.9905681732437939
4034,baseline,1,0.26145023768203424
4034,baseline,2,0.410963555421414
4034,baseline,3,0.532256847506225
4034,baseline,4,0.6332528484116804
4034,baseline,5,0.825586659624236
4034,baseline,6,0.8313589375990342
4034,baseline,7,0.9325813023466385
4034,baseline,8,0.9338263034784577
4034,baseline,9,0.9571417792197993
4186,diffusion,1,0.18033892589157743
4186,diffusion,2,0.33122558525138407
4186,diffusion,3,0.4322007700306326
4186,diffusion,4,0.5425062529859764
4186,diffusion,5,0.7157350420144452
4186,diffusion,6,0.7738245791529663
4186,diffusion,7,0.9252452013602
4186,diffusion,8,0.9420228760925161
4186,diffusion,9,0.9815361268021247
4186,baseline,1,0.18033892589157743
4186,baseline,2,0.33122558525138407
4186,baseline,3,0.4322007700306326
4186,baseline,4,0.5987409718123823
4186,baseline,5,0.6605120422673749
4186,baseline,6,0.6781890228479892
4186,baseline,7,0.8339094511423994
4186,baseline,8,0.9946603715257286
4346,diffusion,1,0.13869029343392253
4346,diffusion,2,0.16360366682749244
4346,diffusion,3,0.32843545769551297
4346,diffusion,4,0.4041405324794947
4346,diffusion,5,0.4537699021886925
4346,diffusion,6,0.5895653318127988
4346,diffusion,7,0.5960568445984473
4346,diffusion,8,0.6128119654370806
4346,diffusion,9,0.6257291986490635
4346,diffusion,10,0.6343479977191983
4346,diffusion,11,0.6343479977191983
4346,diffusion,12,0.6343479977191983
4346,diffusion,13,0.6343479977191983
4346,diffusion,14,0.6343479977191983
4346,diffusion,15,0.6343479977191983
4346,diffusion,16,0.6343479977191983
4346,diffusion,17,0.6343479977191983
4346,diffusion,18,0.6343479977191983
4346,diffusion,19,0.6343479977191983
4346,diffusion,20,0.6343479977191983
4346,baseline,1,0.13869029343392253
4346,baseline,2,0.16360366682749244
4346,baseline,3,0.3081275494539234
4346,baseline,4,0.43063292249660073
4346,baseline,5,0.5617132330365366
4346,baseline,6,0.6083161542172902
4346,baseline,7,0.6207289793411992
4346,baseline,8,0.6207947717005132
4346,baseline,9,0.6218913110224132
4346,baseline,10,0.6389973244440545
4346,baseline,11,0.6391727707355586
4346,baseline,12,0.6391947015219965
4346,baseline,13,0.6391947015219965
4346,baseline,14,0.6391947015219965
4346,baseline,15,0.6391947015219965
4346,baseline,16,0.6391947015219965
4346,baseline,17,0.6391947015219965
4346,baseline,18,0.6391947015219965
4346,baseline,19,0.6391947015219965
4346,baseline,20,0.6391947015219965
4646,diffusion,1,0.19139735480161013
4646,diffusion,2,0.259850488786659
4646,diffusion,3,0.34981023576768255
4646,diffusion,4,0.3983668775158137
4646,diffusion,5,0.4846233467510063
4646,diffusion,6,0.5299827487061529
4646,diffusion,7,0.6782748706152961
4646,diffusion,8,0.7113743530764808
4646,diffusion,9,0.9085451408855664
4646,diffusion,10,0.9383783783783783
4646,diffusion,11,0.95401955146636
4646,baseline,1,0.19139735480161013
4646,baseline,2,0.259850488786659
4646,baseline,3,0.34981023576768255
4646,baseline,4,0.3983668775158137
4646,baseline,5,0.4846233467510063
4646,baseline,6,0.5299827487061529
4646,baseline,7,0.5597469810235768
4646,baseline,8,0.6810120759056929
4646,baseline,9,0.7631972397929845
4646,baseline,10,0.7667395054629097
4646,baseline,11,0.9775733179988499
4727,diffusion,1,0.40531932726155223
4727,diffusion,2,0.6749175839526178
4727,diffusion,3,0.8926076996144605
4727,diffusion,4,0.9759177515784768
