map_idx,method,step,coverage
9035,baseline,8,0.8477176198919633
9035,baseline,9,0.9271988783967672
9035,baseline,10,0.9729908045029071
9461,diffusion,1,0.16696670952993284
9461,diffusion,2,0.312816116588084
9461,diffusion,3,0.41320188598371194
9461,diffusion,4,0.44103443349049865
9461,diffusion,5,0.537762537505358
9461,diffusion,6,0.6924989284183455
9461,diffusion,7,0.7119874267752536
9461,diffusion,8,0.7119874267752536
9461,diffusion,9,0.7348764109158451
9461,diffusion,10,0.8174882126018003
9461,diffusion,11,0.8174882126018003
9461,diffusion,12,0.8174882126018003
9461,diffusion,13,0.8174882126018003
9461,diffusion,14,0.8174882126018003
9461,diffusion,15,0.8174882126018003
9461,diffusion,16,0.9131875982283183
9461,diffusion,17,0.961051578796971
9461,baseline,1,0.16696670952993284
9461,baseline,2,0.312816116588084
9461,baseline,3,0.40122874696385197
9461,baseline,4,0.5063009001285897
9461,baseline,5,0.6230890127161023
9461,baseline,6,0.7204743534790684
9461,baseline,7,0.8221745963709102
9461,baseline,8,0.8517502500357194
9461,baseline,9,0.8519502786112302
9461,baseline,10,0.917073867695385
9461,baseline,11,0.986683811973139
9731,diffusion,1,0.35499382952466063
9731,diffusion,2,0.5218094386995191
9731,diffusion,3,0.7912251585173837
9731,diffusion,4,0.8268011404740627
9731,diffusion,5,0.9555300225541512
9731,baseline,1,0.35499382952466063
9731,baseline,2,0.4009957870547683
9731,baseline,3,0.5876845823226521
9731,baseline,4,0.9023362696284948
9731,baseline,5,0.9657432231158772
10521,diffusion,1,0.3945150798344175
10521,diffusion,2,0.5656416321703134
10521,diffusion,3,0.8050709639266707
10521,diffusion,4,0.8249556475458308
10521,diffusion,5,0.9071555292726198
10521,diffusion,6,0.9076729745712596
10521,diffusion,7,0.9076729745712596
10521,diffusion,8,0.9252661147250147
10521,diffusion,9,0.9252661147250147
10521,diffusion,10,0.9252661147250147
10521,diffusion,11,0.9252661147250147
10521,diffusion,12,0.9252661147250147
10521,diffusion,13,0.9252661147250147
10521,diffusion,14,0.9252661147250147
10521,diffusion,15,0.9252661147250147
10521,diffusion,16,0.9252661147250147
10521,diffusion,17,0.9252661147250147
10521,diffusion,18,0.9252661147250147
10521,diffusion,19,0.9252661147250147
10521,diffusion,20,0.9252661147250147
10521,baseline,1,0.3945150798344175
10521,baseline,2,0.5510792430514488
10521,baseline,3,0.6014931992903607
10521,baseline,4,0.8137936132465996
10521,baseline,5,0.8991720875221763
10521,baseline,6,0.9029420461265524
10521,baseline,7,0.9029420461265524
10521,baseline,8,0.9029420461265524
10521,baseline,9,0.9029420461265524
10521,baseline,10,0.9029420461265524
10521,baseline,11,0.9029420461265524
10521,baseline,12,0.9029420461265524
10521,baseline,13,0.9029420461265524
10521,baseline,14,0.9029420461265524
10521,baseline,15,0.9029420461265524
10521,baseline,16,0.9029420461265524
10521,baseline,17,0.9029420461265524
10521,baseline,18,0.9029420461265524
10521,baseline,19,0.9029420461265524
10521,baseline,20,0.9029420461265524
10795,diffusion,1,0.2221469035975403
10795,diffusion,2,0.32382704691812325
10795,diffusion,3,0.3482787004309301
10795,diffusion,4,0.35437950903016513
10795,diffusion,5,0.3560257589696412
10795,diffusion,6,0.3569941412869801
10795,diffusion,7,0.357090979518714
10795,diffusion,8,0.357090979518714
10795,diffusion,9,0.357090979518714
10795,diffusion,10,0.357090979518714
10795,diffusion,11,0.357090979518714
10795,diffusion,12,0.357090979518714
10795,diffusion,13,0.357090979518714
10795,diffusion,14,0.357090979518714
10795,diffusion,15,0.357090979518714
10795,diffusion,16,0.357090979518714
10795,diffusion,17,0.357090979518714
10795,diffusion,18,0.357090979518714
10795,diffusion,19,0.357090979518714
10795,diffusion,20,0.357090979518714
10795,baseline,1,0.2221469035975403
10795,baseline,2,0.2928872318791459
10795,baseline,3,0.42216627124388706
10795,baseline,4,0.7013024742168208
10795,baseline,5,0.7538856340483223
10795,baseline,6,0.8432189028228344
10795,baseline,7,0.874013460514211
10795,baseline,8,0.9997579044206653
13329,diffusion,1,0.2594288793103448
13329,diffusion,2,0.4663523706896552
13329,diffusion,3,0.6738415948275862
13329,diffusion,4,0.8067349137931035
13329,diffusion,5,0.9117456896551724
13329,diffusion,6,0.983135775862069
13329,baseline,1,0.2594288793103448
13329,baseline,2,0.42265625
13329,baseline,3,0.560479525862069
13329,baseline,4,0.6570581896551724
13329,baseline,5,0.8542025862068966
13329,baseline,6,0.9645474137931035
13473,diffusion,1,0.10986655104302163
13473,diffusion,2,0.3057040998217469
13473,diffusion,3,0.46709543768367295
13473,diffusion,4,0.48084983379101026
13473,diffusion,5,0.563954328660211
13473,diffusion,6,0.6810473575179458
13473,diffusion,7,0.7499397793515441
13473,diffusion,8,0.8159897865780219
13473,diffusion,9,0.8166883461001108
13473,diffusion,10,0.8961555138025726
13473,diffusion,11,0.9331791684732861
13473,diffusion,12,0.965047935636171
13473,baseline,1,0.10986655104302163
13473,baseline,2,0.3057040998217469
13473,baseline,3,0.46709543768367295
13473,baseline,4,0.4867273690803103
13473,baseline,5,0.49942188177482294
13473,baseline,6,0.620176326058679
13473,baseline,7,0.7147468323938913
13473,baseline,8,0.7979235920412391
13473,baseline,9,0.80117550705786
13473,baseline,10,0.8746928746928747
13473,baseline,11,0.9282651635592812
13473,baseline,12,0.961988726694609
13831,diffusion,1,0.20671169158804825
13831,diffusion,2,0.22368801408561742
13831,diffusion,3,0.23010012351194387
13831,diffusion,4,0.33626783696423407
13831,diffusion,5,0.47688749901453237
13831,diffusion,6,0.6155887840643314
13831,diffusion,7,0.7558405381967256
13831,diffusion,8,0.7783617585998476
13831,diffusion,9,0.794076682521746
13831,diffusion,10,0.8399863348487636
13831,diffusion,11,0.8404593593146401
13831,diffusion,12,0.8433237852468924
13831,diffusion,13,0.9187974666911939
13831,diffusion,14,0.9213465429795286
13831,diffusion,15,0.9289937718445326
13831,diffusion,16,0.9888839250519013
13831,baseline,1,0.20671169158804825
13831,baseline,2,0.22368801408561742
13831,baseline,3,0.23010012351194387
13831,baseline,4,0.23333245736210023
13831,baseline,5,0.34943368459779783
13831,baseline,6,0.4707119018211442
13831,baseline,7,0.5871021995637663
13831,baseline,8,0.5929098888392506
13831,baseline,9,0.7439098100018395
13831,baseline,10,0.8344151578062177
13831,baseline,11,0.8920978635061625
13831,baseline,12,0.8980106693296193
13831,baseline,13,0.9023467269334875
13831,baseline,14,0.9027934722623709
13831,baseline,15,0.9028460305363571
13831,baseline,16,0.9028460305363571
13831,baseline,17,0.9028460305363571
13831,baseline,18,0.9028460305363571
13831,baseline,19,0.9028460305363571
13831,baseline,20,0.9028460305363571
14156,diffusion,1,0.46480029861888766
14156,diffusion,2,0.7200447928331467
14156,diffusion,3,0.9536394176931691
14156,baseline,1,0.46480029861888766
14156,baseline,2,0.7200447928331467
14156,baseline,3,0.9536394176931691
14838,diffusion,1,0.3196288952901126
14838,diffusion,2,0.5415435262429389
14838,diffusion,3,0.7066327484942576
14838,diffusion,4,0.8157943960196027
14838,diffusion,5,0.9146309528263066
14838,diffusion,6,0.9452321274924246
14838,diffusion,7,0.9471400246904343
14838,diffusion,8,0.9473644831843179
14838,diffusion,9,0.947439302682279
14838,diffusion,10,0.947439302682279
14838,diffusion,11,0.947439302682279
14838,diffusion,12,0.947439302682279
14838,diffusion,13,0.947439302682279
14838,diffusion,14,0.947439302682279
14838,diffusion,15,0.9750851071789308
14838,baseline,1,0.3196288952901126
14838,baseline,2,0.5415435262429389
14838,baseline,3,0.7134787325577046
14838,baseline,4,0.79129101043732
14838,baseline,5,0.8960008978339755
14838,baseline,6,0.955444988964124
16187,diffusion,1,0.18160103733023955
16187,diffusion,2,0.4004640687913738
16187,diffusion,3,0.6067016993107214
16187,diffusion,4,0.7336381628335494
16187,diffusion,5,0.8368593462089674
16187,diffusion,6,0.866955572237767
16187,diffusion,7,0.8800928137582748
16187,diffusion,8,0.8983143383607453
16187,diffusion,9,0.9284788098000409
16187,diffusion,10,0.9662526445096568
16187,baseline,1,0.18160103733023955
16187,baseline,2,0.4004640687913738
16187,baseline,3,0.6078959939944039
16187,baseline,4,0.6509929707227189
16187,baseline,5,0.7569780932232307
16187,baseline,6,0.9037739712004368
16187,baseline,7,0.9577902136081349
16887,diffusion,1,0.15640196489842265
16887,diffusion,2,0.3036212386759152
16887,diffusion,3,0.48532497346399744
16887,diffusion,4,0.5875688084717731
16887,diffusion,5,0.6845301276196588
16887,diffusion,6,0.767396509589988
16887,diffusion,7,0.8727752955987262
16887,diffusion,8,0.9765989484337587
16887,baseline,1,0.15640196489842265
16887,baseline,2,0.28229369800794846
16887,baseline,3,0.4343511638814149
16887,baseline,4,0.5282515859889907
16887,baseline,5,0.698304164301054
16887,baseline,6,0.8018809706005776
16887,baseline,7,0.8822295179087162
16887,baseline,8,0.9215274863617289
16887,baseline,9,0.9497667300239441
16887,baseline,10,0.9910888400681297
17666,diffusion,1,0.19693777744338273
17666,diffusion,2,0.39917989617034083
17666,diffusion,3,0.5299826950568054
17666,diffusion,4,0.6723722819953352
17666,diffusion,5,0.8559927770671883
17666,diffusion,6,0.9063652095402904
17666,diffusion,7,0.9078699872093898
17666,diffusion,8,0.9117447897073208
17666,diffusion,9,0.9117824091490482
17666,diffusion,10,0.9117824091490482
17666,diffusion,11,0.9117824091490482
17666,diffusion,12,0.9812278985779851
17666,baseline,1,0.19693777744338273
17666,baseline,2,0.23181099992476112
17666,baseline,3,0.44105033481303135
17666,baseline,4,0.4413512903468513
17666,baseline,5,0.581558949665187
17666,baseline,6,0.6843728839064028
17666,baseline,7,0.7842901211346024
17666,baseline,8,0.7858701376871567
17666,baseline,9,0.801256489353698
17666,baseline,10,0.8015950643292453
17666,baseline,11,0.8017079226544278
17666,baseline,12,0.8852983221728989
17666,baseline,13,0.9984952223309006
17925,diffusion,1,0.10898866758241758
17925,diffusion,2,0.26412259615384615
17925,diffusion,3,0.2725789835164835
17925,diffusion,4,0.2730511675824176
17925,diffusion,5,0.2730940934065934
17925,diffusion,6,0.2730940934065934
17925,diffusion,7,0.2730940934065934
17925,diffusion,8,0.2730940934065934
17925,diffusion,9,0.2730940934065934
17925,diffusion,10,0.2730940934065934
17925,diffusion,11,0.2730940934065934
17925,diffusion,12,0.2730940934065934
17925,diffusion,13,0.2730940934065934
17925,diffusion,14,0.2730940934065934
17925,diffusion,15,0.2730940934065934
17925,diffusion,16,0.2730940934065934
17925,diffusion,17,0.2730940934065934
17925,diffusion,18,0.2730940934065934
17925,diffusion,19,0.2730940934065934
17925,diffusion,20,0.2730940934065934
17925,baseline,1,0.10898866758241758
17925,baseline,2,0.26412259615384615
17925,baseline,3,0.2814217032967033
17925,baseline,4,0.2936555631868132
17925,baseline,5,0.29472870879120877
17925,baseline,6,0.29515796703296704
17925,baseline,7,0.29515796703296704
17925,baseline,8,0.29515796703296704
17925,baseline,9,0.29515796703296704
17925,baseline,10,0.29515796703296704
17925,baseline,11,0.29515796703296704
17925,baseline,12,0.29515796703296704
17925,baseline,13,0.29515796703296704
17925,baseline,14,0.29515796703296704
17925,baseline,15,0.29515796703296704
17925,baseline,16,0.29515796703296704
17925,baseline,17,0.29515796703296704
17925,baseline,18,0.29515796703296704
17925,baseline,19,0.29515796703296704
17925,baseline,20,0.29515796703296704
18456,diffusion,1,0.12210294646065398
18456,diffusion,2,0.23906306144448436
18456,diffusion,3,0.36136812791951134
18456,diffusion,4,0.43790424002874595
18456,diffusion,5,0.6591807402084082
18456,diffusion,6,0.8006422924901185
18456,diffusion,7,0.8982662594322673
18456,diffusion,8,0.9166367229608336
18456,diffusion,9,0.9738816025871362
18456,baseline,1,0.12210294646065398
18456,baseline,2,0.21644807761408552
18456,baseline,3,0.39783956162414663
18456,baseline,4,0.4370733021918793
18456,baseline,5,0.6391933165648581
18456,baseline,6,0.7518639956881064
18456,baseline,7,0.8265585698886094
18456,baseline,8,0.9371855910887531
18456,baseline,9,0.9960923463887891
19006,diffusion,1,0.12512485849370714
19006,diffusion,2,0.27950544937959204
19006,diffusion,3,0.3716454684690684
19006,diffusion,4,0.4459390468580054
19006,diffusion,5,0.4650951144258729
19006,diffusion,6,0.5399214223879603
19006,diffusion,7,0.5945705977669752
19006,diffusion,8,0.6854231870546714
19006,diffusion,9,0.7683514239417549
19006,diffusion,10,0.793078954962154
19006,diffusion,11,0.793078954962154
19006,diffusion,12,0.7984284477592062
19006,diffusion,13,0.8028678608687931
19006,diffusion,14,0.8267075092672749
19006,diffusion,15,0.8576946127721915
19006,diffusion,16,0.9831080331180218
19006,baseline,1,0.12512485849370714
19006,baseline,2,0.27950544937959204
19006,baseline,3,0.3716454684690684
19006,baseline,4,0.4559721204856718
19006,baseline,5,0.572262546891301
19006,baseline,6,0.7007169652171983
19006,baseline,7,0.8050875674235866
19006,baseline,8,0.8367183858293934
19006,baseline,9,0.8847750327406717
19006,baseline,10,0.9047967858649086
19006,baseline,11,0.9051519389136756
19006,baseline,12,0.9128099265277131
19006,baseline,13,0.9136090208874387
19006,baseline,14,0.9145634947059998
19006,baseline,15,0.914852056558123
19006,baseline,16,0.9148742536236709
19006,baseline,17,0.9148742536236709
19006,baseline,18,0.9148742536236709
19006,baseline,19,0.9148742536236709
19006,baseline,20,0.9148742536236709
