map_idx,lidar,method,step,coverage
9025,100,diffusion,5,0.829872847255754
9025,100,diffusion,6,0.8310960888459681
9025,100,diffusion,7,0.8312892322549493
9025,100,diffusion,8,0.8312892322549493
9025,100,diffusion,9,0.8312892322549493
9025,100,diffusion,10,0.8312892322549493
9025,100,diffusion,11,0.8312892322549493
9025,100,diffusion,12,0.8312892322549493
9025,100,diffusion,13,0.8312892322549493
9025,100,diffusion,14,0.8312892322549493
9025,100,diffusion,15,0.8312892322549493
9025,100,diffusion,16,0.8312892322549493
9025,100,diffusion,17,0.8312892322549493
9025,100,diffusion,18,0.8312892322549493
9025,100,diffusion,19,0.8312892322549493
9025,100,diffusion,20,0.8312892322549493
9025,100,baseline,1,0.21567680669563818
9025,100,baseline,2,0.32959922742636405
9025,100,baseline,3,0.692901979719942
9025,100,baseline,4,0.8020601963624658
9025,100,baseline,5,0.8466441332689522
9025,100,baseline,6,0.8961532271044584
9025,100,baseline,7,0.9026879124416546
9025,100,baseline,8,0.903685820054724
9025,100,baseline,9,0.903685820054724
9025,100,baseline,10,0.903685820054724
9025,100,baseline,11,0.903685820054724
9025,100,baseline,12,0.903685820054724
9025,100,baseline,13,0.903685820054724
9025,100,baseline,14,0.903685820054724
9025,100,baseline,15,0.903685820054724
9025,100,baseline,16,0.903685820054724
9025,100,baseline,17,0.903685820054724
9025,100,baseline,18,0.903685820054724
9025,100,baseline,19,0.903685820054724
9025,100,baseline,20,0.903685820054724
9593,30,diffusion,1,0.15373831775700936
9593,30,diffusion,2,0.15718457943925235
9593,30,diffusion,3,0.15718457943925235
9593,30,diffusion,4,0.15718457943925235
9593,30,diffusion,5,0.15718457943925235
9593,30,diffusion,6,0.15718457943925235
9593,30,diffusion,7,0.15718457943925235
9593,30,diffusion,8,0.15718457943925235
9593,30,diffusion,9,0.15718457943925235
9593,30,diffusion,10,0.15718457943925235
9593,30,diffusion,11,0.15718457943925235
9593,30,diffusion,12,0.15718457943925235
9593,30,diffusion,13,0.15718457943925235
9593,30,diffusion,14,0.15718457943925235
9593,30,diffusion,15,0.15718457943925235
9593,30,diffusion,16,0.15718457943925235
9593,30,diffusion,17,0.15718457943925235
9593,30,diffusion,18,0.15718457943925235
9593,30,diffusion,19,0.15718457943925235
9593,30,diffusion,20,0.15718457943925235
9593,30,baseline,1,0.15373831775700936
9593,30,baseline,2,0.15718457943925235
9593,30,baseline,3,0.15718457943925235
9593,30,baseline,4,0.15718457943925235
9593,30,baseline,5,0.15718457943925235
9593,30,baseline,6,0.15718457943925235
9593,30,baseline,7,0.15718457943925235
9593,30,baseline,8,0.15718457943925235
9593,30,baseline,9,0.15718457943925235
9593,30,baseline,10,0.15718457943925235
9593,30,baseline,11,0.15718457943925235
9593,30,baseline,12,0.15718457943925235
9593,30,baseline,13,0.15718457943925235
9593,30,baseline,14,0.15718457943925235
9593,30,baseline,15,0.15718457943925235
9593,30,baseline,16,0.15718457943925235
9593,30,baseline,17,0.15718457943925235
9593,30,baseline,18,0.15718457943925235
9593,30,baseline,19,0.15718457943925235
9593,30,baseline,20,0.15718457943925235
9593,50,diffusion,1,0.2679322429906542
9593,50,diffusion,2,0.41950934579439253
9593,50,diffusion,3,0.4818341121495327
9593,50,diffusion,4,0.4818341121495327
9593,50,diffusion,5,0.4818341121495327
9593,50,diffusion,6,0.4818341121495327
9593,50,diffusion,7,0.4818341121495327
9593,50,diffusion,8,0.4818341121495327
9593,50,diffusion,9,0.4818341121495327
9593,50,diffusion,10,0.4818341121495327
9593,50,diffusion,11,0.4818341121495327
9593,50,diffusion,12,0.4818341121495327
9593,50,diffusion,13,0.4818341121495327
9593,50,diffusion,14,0.4818341121495327
9593,50,diffusion,15,0.4818341121495327
9593,50,diffusion,16,0.4818341121495327
9593,50,diffusion,17,0.4818341121495327
9593,50,diffusion,18,0.4818341121495327
9593,50,diffusion,19,0.4818341121495327
9593,50,diffusion,20,0.4818341121495327
9593,50,baseline,1,0.2679322429906542
9593,50,baseline,2,0.41950934579439253
9593,50,baseline,3,0.4818341121495327
9593,50,baseline,4,0.4818341121495327
9593,50,baseline,5,0.4818341121495327
9593,50,baseline,6,0.4818341121495327
9593,50,baseline,7,0.4818341121495327
9593,50,baseline,8,0.4818341121495327
9593,50,baseline,9,0.4818341121495327
9593,50,baseline,10,0.4818341121495327
9593,50,baseline,11,0.4818341121495327
9593,50,baseline,12,0.4818341121495327
9593,50,baseline,13,0.4818341121495327
9593,50,baseline,14,0.4818341121495327
9593,50,baseline,15,0.4818341121495327
9593,50,baseline,16,0.4818341121495327
9593,50,baseline,17,0.4818341121495327
9593,50,baseline,18,0.4818341121495327
9593,50,baseline,19,0.4818341121495327
9593,50,baseline,20,0.4818341121495327
9593,70,diffusion,1,0.31501168224299064
9593,70,diffusion,2,0.46179906542056076
9593,70,diffusion,3,0.4759345794392523
9593,70,diffusion,4,0.47692757009345793
9593,70,diffusion,5,0.47692757009345793
9593,70,diffusion,6,0.47692757009345793
9593,70,diffusion,7,0.47692757009345793
9593,70,diffusion,8,0.47692757009345793
9593,70,diffusion,9,0.47692757009345793
9593,70,diffusion,10,0.47692757009345793
9593,70,diffusion,11,0.47692757009345793
9593,70,diffusion,12,0.47692757009345793
9593,70,diffusion,13,0.47692757009345793
9593,70,diffusion,14,0.47692757009345793
9593,70,diffusion,15,0.47692757009345793
9593,70,diffusion,16,0.47692757009345793
9593,70,diffusion,17,0.47692757009345793
9593,70,diffusion,18,0.47692757009345793
9593,70,diffusion,19,0.47692757009345793
9593,70,diffusion,20,0.47692757009345793
9593,70,baseline,1,0.31501168224299064
9593,70,baseline,2,0.465946261682243
9593,70,baseline,3,0.5022780373831776
9593,70,baseline,4,0.787908878504673
9593,70,baseline,5,0.9905957943925233
9593,100,diffusion,1,0.3824182242990654
9593,100,diffusion,2,0.4692172897196262
9593,100,diffusion,3,0.525
9593,100,diffusion,4,0.525
9593,100,diffusion,5,0.525
9593,100,diffusion,6,0.525
9593,100,diffusion,7,0.525
9593,100,diffusion,8,0.525
9593,100,diffusion,9,0.525
9593,100,diffusion,10,0.525
9593,100,diffusion,11,0.525
9593,100,diffusion,12,0.525
9593,100,diffusion,13,0.525
9593,100,diffusion,14,0.525
9593,100,diffusion,15,0.525
9593,100,diffusion,16,0.525
9593,100,diffusion,17,0.525
9593,100,diffusion,18,0.525
9593,100,diffusion,19,0.525
9593,100,diffusion,20,0.525
9593,100,baseline,1,0.3824182242990654
9593,100,baseline,2,0.4818341121495327
9593,100,baseline,3,0.7223130841121496
9593,100,baseline,4,0.9621495327102804
10950,30,diffusion,1,0.1329853966979475
10950,30,diffusion,2,0.1358960204747328
10950,30,diffusion,3,0.1358960204747328
10950,30,diffusion,4,0.1358960204747328
10950,30,diffusion,5,0.1358960204747328
10950,30,diffusion,6,0.1358960204747328
10950,30,diffusion,7,0.1358960204747328
10950,30,diffusion,8,0.1358960204747328
10950,30,diffusion,9,0.1358960204747328
10950,30,diffusion,10,0.1358960204747328
10950,30,diffusion,11,0.1358960204747328
10950,30,diffusion,12,0.1358960204747328
10950,30,diffusion,13,0.1358960204747328
10950,30,diffusion,14,0.1358960204747328
10950,30,diffusion,15,0.1358960204747328
10950,30,diffusion,16,0.1358960204747328
10950,30,diffusion,17,0.1358960204747328
10950,30,diffusion,18,0.1358960204747328
10950,30,diffusion,19,0.1358960204747328
10950,30,diffusion,20,0.1358960204747328
10950,30,baseline,1,0.1329853966979475
10950,30,baseline,2,0.1358960204747328
10950,30,baseline,3,0.1358960204747328
10950,30,baseline,4,0.1358960204747328
10950,30,baseline,5,0.1358960204747328
10950,30,baseline,6,0.1358960204747328
10950,30,baseline,7,0.1358960204747328
10950,30,baseline,8,0.1358960204747328
10950,30,baseline,9,0.1358960204747328
10950,30,baseline,10,0.1358960204747328
10950,30,baseline,11,0.1358960204747328
10950,30,baseline,12,0.1358960204747328
10950,30,baseline,13,0.1358960204747328
10950,30,baseline,14,0.1358960204747328
10950,30,baseline,15,0.1358960204747328
10950,30,baseline,16,0.1358960204747328
10950,30,baseline,17,0.1358960204747328
10950,30,baseline,18,0.1358960204747328
10950,30,baseline,19,0.1358960204747328
10950,30,baseline,20,0.1358960204747328
10950,50,diffusion,1,0.24062829327043708
10950,50,diffusion,2,0.39514226928288254
10950,50,diffusion,3,0.47192251718773526
10950,50,diffusion,4,0.5058965223064185
10950,50,diffusion,5,0.5059467054749837
10950,50,diffusion,6,0.5059467054749837
10950,50,diffusion,7,0.5059467054749837
10950,50,diffusion,8,0.5059467054749837
10950,50,diffusion,9,0.5059467054749837
10950,50,diffusion,10,0.5059467054749837
10950,50,diffusion,11,0.5059467054749837
10950,50,diffusion,12,0.5274251016209164
10950,50,diffusion,13,0.5322426858031816
10950,50,diffusion,14,0.5322426858031816
10950,50,diffusion,15,0.5322426858031816
10950,50,diffusion,16,0.5322426858031816
10950,50,diffusion,17,0.5322426858031816
10950,50,diffusion,18,0.5322426858031816
10950,50,diffusion,19,0.5322426858031816
10950,50,diffusion,20,0.5322426858031816
10950,50,baseline,1,0.24062829327043708
10950,50,baseline,2,0.39514226928288254
10950,50,baseline,3,0.47192251718773526
10950,50,baseline,4,0.5058965223064185
10950,50,baseline,5,0.5175892005821248
10950,50,baseline,6,0.5308375570833542
10950,50,baseline,7,0.5308375570833542
10950,50,baseline,8,0.5308375570833542
10950,50,baseline,9,0.5308375570833542
10950,50,baseline,10,0.5308375570833542
10950,50,baseline,11,0.5308375570833542
10950,50,baseline,12,0.5308375570833542
10950,50,baseline,13,0.5308375570833542
10950,50,baseline,14,0.5308375570833542
10950,50,baseline,15,0.5308375570833542
10950,50,baseline,16,0.5308375570833542
10950,50,baseline,17,0.5308375570833542
10950,50,baseline,18,0.5308375570833542
10950,50,baseline,19,0.5308375570833542
10950,50,baseline,20,0.5308375570833542
10950,70,diffusion,1,0.31173784312741504
10950,70,diffusion,2,0.5015807698098058
10950,70,diffusion,3,0.6567471270135996
10950,70,diffusion,4,0.7395995383148491
10950,70,diffusion,5,0.8939629648215989
10950,70,diffusion,6,0.9619109750589653
10950,70,baseline,1,0.31173784312741504
10950,70,baseline,2,0.4697144577708636
10950,70,baseline,3,0.5151804084909921
10950,70,baseline,4,0.5444873789331058
10950,70,baseline,5,0.7897827068801124
10950,70,baseline,6,0.8932102172931199
10950,70,baseline,7,0.9613087770361821
10950,100,diffusion,1,0.38982285341496464
10950,100,diffusion,2,0.5569829879058564
10950,100,diffusion,3,0.7367390977066292
10950,100,diffusion,4,0.7535002760074271
10950,100,diffusion,5,0.9092186480654388
10950,100,diffusion,6,0.9333567521453304
10950,100,diffusion,7,0.9333567521453304
10950,100,diffusion,8,0.9333567521453304
10950,100,diffusion,9,0.9333567521453304
10950,100,diffusion,10,0.9333567521453304
10950,100,diffusion,11,0.9333567521453304
10950,100,diffusion,12,0.9333567521453304
10950,100,diffusion,13,0.9333567521453304
10950,100,diffusion,14,0.9333567521453304
10950,100,diffusion,15,0.9333567521453304
10950,100,diffusion,16,0.9333567521453304
10950,100,diffusion,17,0.9333567521453304
10950,100,diffusion,18,0.9333567521453304
10950,100,diffusion,19,0.9333567521453304
10950,100,diffusion,20,0.9333567521453304
10950,100,baseline,1,0.38982285341496464
10950,100,baseline,2,0.5569829879058564
10950,100,baseline,3,0.7367390977066292
10950,100,baseline,4,0.7535002760074271
10950,100,baseline,5,0.7592713403924324
10950,100,baseline,6,0.7770361820645355
10950,100,baseline,7,0.7819039494153661
10950,100,baseline,8,0.7827570632809756
10950,100,baseline,9,0.7835599939780198
10950,100,baseline,10,0.7843127415064988
10950,100,baseline,11,0.7843127415064988
10950,100,baseline,12,0.7843127415064988
10950,100,baseline,13,0.7843127415064988
10950,100,baseline,14,0.7843127415064988
10950,100,baseline,15,0.7843127415064988
10950,100,baseline,16,0.7843127415064988
10950,100,baseline,17,0.7843127415064988
10950,100,baseline,18,0.7843127415064988
10950,100,baseline,19,0.7843127415064988
10950,100,baseline,20,0.7843127415064988
14371,30,diffusion,1,0.05017452006980803
14371,30,diffusion,2,0.0818935427574171
14371,30,diffusion,3,0.09677137870855149
14371,30,diffusion,4,0.106239092495637
14371,30,diffusion,5,0.11003490401396161
14371,30,diffusion,6,0.11234729493891797
14371,30,diffusion,7,0.11234729493891797
14371,30,diffusion,8,0.11234729493891797
14371,30,diffusion,9,0.11234729493891797
14371,30,diffusion,10,0.11234729493891797
14371,30,diffusion,11,0.11234729493891797
14371,30,diffusion,12,0.11234729493891797
14371,30,diffusion,13,0.11234729493891797
14371,30,diffusion,14,0.11234729493891797
14371,30,diffusion,15,0.11234729493891797
14371,30,diffusion,16,0.11234729493891797
14371,30,diffusion,17,0.11234729493891797
14371,30,diffusion,18,0.11234729493891797
14371,30,diffusion,19,0.11234729493891797
14371,30,diffusion,20,0.11234729493891797
14371,30,baseline,1,0.05017452006980803
14371,30,baseline,2,0.0818935427574171
14371,30,baseline,3,0.09677137870855149
14371,30,baseline,4,0.106239092495637
14371,30,baseline,5,0.11003490401396161
14371,30,baseline,6,0.11234729493891797
14371,30,baseline,7,0.11234729493891797
14371,30,baseline,8,0.11234729493891797
14371,30,baseline,9,0.11234729493891797
14371,30,baseline,10,0.11234729493891797
14371,30,baseline,11,0.11234729493891797
14371,30,baseline,12,0.11234729493891797
14371,30,baseline,13,0.11234729493891797
14371,30,baseline,14,0.11234729493891797
14371,30,baseline,15,0.11234729493891797
14371,30,baseline,16,0.11234729493891797
14371,30,baseline,17,0.11234729493891797
14371,30,baseline,18,0.11234729493891797
14371,30,baseline,19,0.11234729493891797
14371,30,baseline,20,0.11234729493891797
14371,50,diffusion,1,0.11304537521815008
14371,50,diffusion,2,0.17923211169284467
14371,50,diffusion,3,0.23961605584642234
14371,50,diffusion,4,0.43472949389179755
14371,50,diffusion,5,0.525087260034904
14371,50,diffusion,6,0.6412303664921466
14371,50,diffusion,7,0.7797120418848168
14371,50,diffusion,8,0.7807155322862129
14371,50,diffusion,9,0.8017452006980803
14371,50,diffusion,10,0.818673647469459
14371,50,diffusion,11,0.8233420593368237
14371,50,diffusion,12,0.8236474694589878
14371,50,diffusion,13,0.8236474694589878
14371,50,diffusion,14,0.8236474694589878
14371,50,diffusion,15,0.8236474694589878
14371,50,diffusion,16,0.8236474694589878
14371,50,diffusion,17,0.8236474694589878
14371,50,diffusion,18,0.8236474694589878
14371,50,diffusion,19,0.8236474694589878
14371,50,diffusion,20,0.8236474694589878
14371,50,baseline,1,0.11304537521815008
14371,50,baseline,2,0.17923211169284467
14371,50,baseline,3,0.23961605584642234
14371,50,baseline,4,0.43472949389179755
14371,50,baseline,5,0.4351657940663176
14371,50,baseline,6,0.5462041884816754
14371,50,baseline,7,0.6344240837696336
14371,50,baseline,8,0.6450261780104712
14371,50,baseline,9,0.7072425828970331
14371,50,baseline,10,0.7973821989528795
14371,50,baseline,11,0.7973821989528795
14371,50,baseline,12,0.7973821989528795
14371,50,baseline,13,0.7973821989528795
14371,50,baseline,14,0.7973821989528795
14371,50,baseline,15,0.7973821989528795
14371,50,baseline,16,0.7973821989528795
14371,50,baseline,17,0.7973821989528795
14371,50,baseline,18,0.7973821989528795
14371,50,baseline,19,0.7973821989528795
14371,50,baseline,20,0.7973821989528795
14371,70,diffusion,1,0.16461605584642233
14371,70,diffusion,2,0.21719022687609074
14371,70,diffusion,3,0.4175828970331588
14371,70,diffusion,4,0.481369982547993
14371,70,diffusion,5,0.693630017452007
14371,70,diffusion,6,0.7996509598603839
14371,70,diffusion,7,0.8030977312390924
14371,70,diffusion,8,0.8492582897033158
14371,70,diffusion,9,0.9854275741710297
14371,70,baseline,1,0.16461605584642233
14371,70,baseline,2,0.22792321116928446
14371,70,baseline,3,0.5182373472949389
14371,70,baseline,4,0.5408813263525305
14371,70,baseline,5,0.6902268760907504
14371,70,baseline,6,0.7868673647469459
14371,70,baseline,7,0.8529668411867365
14371,70,baseline,8,0.8539703315881326
14371,70,baseline,9,0.9611692844677138
14371,100,diffusion,1,0.18791448516579407
14371,100,diffusion,2,0.2766143106457243
14371,100,diffusion,3,0.6285776614310645
14371,100,diffusion,4,0.6369109947643979
14371,100,diffusion,5,0.637129144851658
14371,100,diffusion,6,0.6619109947643979
14371,100,diffusion,7,0.6697643979057591
14371,100,diffusion,8,0.6698080279232111
14371,100,diffusion,9,0.6705933682373473
14371,100,diffusion,10,0.7037521815008726
14371,100,diffusion,11,0.7121727748691099
14371,100,diffusion,12,0.7165794066317627
14371,100,diffusion,13,0.7167539267015707
14371,100,diffusion,14,0.7167539267015707
14371,100,diffusion,15,0.7167539267015707
14371,100,diffusion,16,0.7167539267015707
14371,100,diffusion,17,0.7167539267015707
14371,100,diffusion,18,0.7167539267015707
14371,100,diffusion,19,0.7167539267015707
14371,100,diffusion,20,0.7167539267015707
14371,100,baseline,1,0.18791448516579407
14371,100,baseline,2,0.2642233856893543
14371,100,baseline,3,0.5830715532286213
14371,100,baseline,4,0.5860820244328098
14371,100,baseline,5,0.6154013961605584
14371,100,baseline,6,0.6155322862129144
14371,100,baseline,7,0.6984293193717277
14371,100,baseline,8,0.7214659685863875
14371,100,baseline,9,0.7305410122164049
14371,100,baseline,10,0.7327225130890053
14371,100,baseline,11,0.7338132635253054
14371,100,baseline,12,0.7338568935427574
14371,100,baseline,13,0.7338568935427574
14371,100,baseline,14,0.7338568935427574
14371,100,baseline,15,0.7338568935427574
14371,100,baseline,16,0.7338568935427574
14371,100,baseline,17,0.7338568935427574
14371,100,baseline,18,0.7338568935427574
14371,100,baseline,19,0.7338568935427574
14371,100,baseline,20,0.7338568935427574
14866,30,diffusion,1,0.04725795849375528
14866,30,diffusion,2,0.05434782608695652
14866,30,diffusion,3,0.057024133721476196
14866,30,diffusion,4,0.058362287538736034
14866,30,diffusion,5,0.05970044135599587
14866,30,diffusion,6,0.05970044135599587
14866,30,diffusion,7,0.05970044135599587
14866,30,diffusion,8,0.05970044135599587
14866,30,diffusion,9,0.05970044135599587
14866,30,diffusion,10,0.05970044135599587
14866,30,diffusion,11,0.05970044135599587
14866,30,diffusion,12,0.05970044135599587
14866,30,diffusion,13,0.05970044135599587
14866,30,diffusion,14,0.05970044135599587
14866,30,diffusion,15,0.05970044135599587
14866,30,diffusion,16,0.05970044135599587
14866,30,diffusion,17,0.05970044135599587
14866,30,diffusion,18,0.05970044135599587
14866,30,diffusion,19,0.05970044135599587
14866,30,diffusion,20,0.05970044135599587
14866,30,baseline,1,0.04725795849375528
14866,30,baseline,2,0.05434782608695652
14866,30,baseline,3,0.057024133721476196
14866,30,baseline,4,0.058362287538736034
14866,30,baseline,5,0.05970044135599587
14866,30,baseline,6,0.05970044135599587
14866,30,baseline,7,0.05970044135599587
14866,30,baseline,8,0.05970044135599587
14866,30,baseline,9,0.05970044135599587
14866,30,baseline,10,0.05970044135599587
14866,30,baseline,11,0.05970044135599587
14866,30,baseline,12,0.05970044135599587
14866,30,baseline,13,0.05970044135599587
14866,30,baseline,14,0.05970044135599587
14866,30,baseline,15,0.05970044135599587
14866,30,baseline,16,0.05970044135599587
14866,30,baseline,17,0.05970044135599587
14866,30,baseline,18,0.05970044135599587
14866,30,baseline,19,0.05970044135599587
14866,30,baseline,20,0.05970044135599587
14866,50,diffusion,1,0.09869471311860269
14866,50,diffusion,2,0.1970372804958212
14866,50,diffusion,3,0.29523898957648603
14866,50,diffusion,4,0.32249506995962063
14866,50,diffusion,5,0.3535308479669452
14866,50,diffusion,6,0.3738613954361912
14866,50,diffusion,7,0.4304864306507653
14866,50,diffusion,8,0.4865245562963659
14866,50,diffusion,9,0.48661846182740165
14866,50,diffusion,10,0.48661846182740165
14866,50,diffusion,11,0.48661846182740165
14866,50,diffusion,12,0.48661846182740165
14866,50,diffusion,13,0.48661846182740165
14866,50,diffusion,14,0.48661846182740165
14866,50,diffusion,15,0.48661846182740165
14866,50,diffusion,16,0.4961498732275331
14866,50,diffusion,17,0.4961498732275331
14866,50,diffusion,18,0.4961498732275331
14866,50,diffusion,19,0.4961498732275331
14866,50,diffusion,20,0.4961498732275331
14866,50,baseline,1,0.09869471311860269
14866,50,baseline,2,0.1970372804958212
14866,50,baseline,3,0.2809653488590478
14866,50,baseline,4,0.28436942435909474
14866,50,baseline,5,0.3204995774251103
14866,50,baseline,6,0.3539299464738473
14866,50,baseline,7,0.42896046577143393
14866,50,baseline,8,0.48018593295145084
14866,50,baseline,9,0.48175885059630014
14866,50,baseline,10,0.48175885059630014
14866,50,baseline,11,0.48175885059630014
14866,50,baseline,12,0.48175885059630014
14866,50,baseline,13,0.48175885059630014
14866,50,baseline,14,0.48175885059630014
14866,50,baseline,15,0.48175885059630014
14866,50,baseline,16,0.48175885059630014
14866,50,baseline,17,0.48175885059630014
14866,50,baseline,18,0.48175885059630014
14866,50,baseline,19,0.48175885059630014
14866,50,baseline,20,0.48175885059630014
14866,70,diffusion,1,0.16048455254014463
14866,70,diffusion,2,0.32223682974927226
14866,70,diffusion,3,0.3678514414499014
14866,70,diffusion,4,0.39088177293642595
14866,70,diffusion,5,0.4483519579303221
14866,70,diffusion,6,0.521598272138229
14866,70,diffusion,7,0.6494741290261996
14866,70,diffusion,8,0.7449056249413091
14866,70,diffusion,9,0.8230115503803174
14866,70,diffusion,10,0.9158606441919429
14866,70,diffusion,11,0.9680486430650765
14866,70,baseline,1,0.16048455254014463
14866,70,baseline,2,0.2731007606348014
14866,70,baseline,3,0.2944877453281998
14866,70,baseline,4,0.3531787022255611
14866,70,baseline,5,0.38517701192600245
14866,70,baseline,6,0.4779791529721101
14866,70,baseline,7,0.4838012958963283
14866,70,baseline,8,0.5566015588318152
14866,70,baseline,9,0.6287914358155695
14866,70,baseline,10,0.7409146398722884
14866,70,baseline,11,0.8521926941496855
14866,70,baseline,12,0.9341017935956428
14866,70,baseline,13,0.9628603624753498
14866,100,diffusion,1,0.24854446426894544
14866,100,diffusion,2,0.3971264907503052
14866,100,diffusion,3,0.4132312893229411
14866,100,diffusion,4,0.4816414686825054
14866,100,diffusion,5,0.4865480326791248
14866,100,diffusion,6,0.4904920649826275
14866,100,diffusion,7,0.4904920649826275
14866,100,diffusion,8,0.4904920649826275
14866,100,diffusion,9,0.4904920649826275
14866,100,diffusion,10,0.4904920649826275
14866,100,diffusion,11,0.4904920649826275
14866,100,diffusion,12,0.4904920649826275
14866,100,diffusion,13,0.4904920649826275
14866,100,diffusion,14,0.4904920649826275
14866,100,diffusion,15,0.4904920649826275
14866,100,diffusion,16,0.4904920649826275
14866,100,diffusion,17,0.4904920649826275
14866,100,diffusion,18,0.4904920649826275
14866,100,diffusion,19,0.4904920649826275
14866,100,diffusion,20,0.4904920649826275
14866,100,baseline,1,0.24854446426894544
14866,100,baseline,2,0.3971264907503052
14866,100,baseline,3,0.4114470842332613
14866,100,baseline,4,0.44311672457507745
14866,100,baseline,5,0.45454972297868346
14866,100,baseline,6,0.4565452155131937
14866,100,baseline,7,0.4569443140200958
14866,100,baseline,8,0.4569443140200958
14866,100,baseline,9,0.4569443140200958
14866,100,baseline,10,0.4569443140200958
14866,100,baseline,11,0.4569443140200958
14866,100,baseline,12,0.4569443140200958
14866,100,baseline,13,0.4569443140200958
14866,100,baseline,14,0.4569443140200958
14866,100,baseline,15,0.4569443140200958
14866,100,baseline,16,0.4569443140200958
14866,100,baseline,17,0.4569443140200958
14866,100,baseline,18,0.4569443140200958
14866,100,baseline,19,0.4569443140200958
14866,100,baseline,20,0.4569443140200958
