map_idx,lidar,method,step,coverage
1223,100,baseline,10,0.9061111907150021
1223,100,baseline,11,0.9061111907150021
1223,100,baseline,12,0.9061111907150021
1223,100,baseline,13,0.9061111907150021
1223,100,baseline,14,0.9061111907150021
1223,100,baseline,15,0.9061111907150021
1223,100,baseline,16,0.9061111907150021
1223,100,baseline,17,0.9061111907150021
1223,100,baseline,18,0.9061111907150021
1223,100,baseline,19,0.9061111907150021
1223,100,baseline,20,0.9061111907150021
3011,30,diffusion,1,0.08321393998063892
3011,30,diffusion,2,0.09297192642787996
3011,30,diffusion,3,0.09769603097773476
3011,30,diffusion,4,0.10005808325266215
3011,30,diffusion,5,0.10242013552758955
3011,30,diffusion,6,0.10242013552758955
3011,30,diffusion,7,0.10242013552758955
3011,30,diffusion,8,0.10242013552758955
3011,30,diffusion,9,0.10242013552758955
3011,30,diffusion,10,0.10242013552758955
3011,30,diffusion,11,0.10242013552758955
3011,30,diffusion,12,0.10242013552758955
3011,30,diffusion,13,0.10242013552758955
3011,30,diffusion,14,0.10242013552758955
3011,30,diffusion,15,0.10242013552758955
3011,30,diffusion,16,0.10242013552758955
3011,30,diffusion,17,0.10242013552758955
3011,30,diffusion,18,0.10242013552758955
3011,30,diffusion,19,0.10242013552758955
3011,30,diffusion,20,0.10242013552758955
3011,30,baseline,1,0.08321393998063892
3011,30,baseline,2,0.09297192642787996
3011,30,baseline,3,0.09769603097773476
3011,30,baseline,4,0.10005808325266215
3011,30,baseline,5,0.10242013552758955
3011,30,baseline,6,0.10242013552758955
3011,30,baseline,7,0.10242013552758955
3011,30,baseline,8,0.10242013552758955
3011,30,baseline,9,0.10242013552758955
3011,30,baseline,10,0.10242013552758955
3011,30,baseline,11,0.10242013552758955
3011,30,baseline,12,0.10242013552758955
3011,30,baseline,13,0.10242013552758955
3011,30,baseline,14,0.10242013552758955
3011,30,baseline,15,0.10242013552758955
3011,30,baseline,16,0.10242013552758955
3011,30,baseline,17,0.10242013552758955
3011,30,baseline,18,0.10242013552758955
3011,30,baseline,19,0.10242013552758955
3011,30,baseline,20,0.10242013552758955
3011,50,diffusion,1,0.1975217812197483
3011,50,diffusion,2,0.35984511132623426
3011,50,diffusion,3,0.5004453049370765
3011,50,diffusion,4,0.6477444336882865
3011,50,diffusion,5,0.8278412391093901
3011,50,diffusion,6,0.8988189738625363
3011,50,diffusion,7,0.9448596321393998
3011,50,diffusion,8,0.9879574056147145
3011,50,baseline,1,0.1975217812197483
3011,50,baseline,2,0.35984511132623426
3011,50,baseline,3,0.39903194578896417
3011,50,baseline,4,0.5517909002904162
3011,50,baseline,5,0.6587802516940948
3011,50,baseline,6,0.8005808325266215
3011,50,baseline,7,0.8191674733785091
3011,50,baseline,8,0.8520038722168441
3011,50,baseline,9,0.9378121974830591
3011,50,baseline,10,0.9387802516940948
3011,50,baseline,11,0.9392449177153921
3011,50,baseline,12,0.9393998063891578
3011,50,baseline,13,0.9393998063891578
3011,50,baseline,14,0.9393998063891578
3011,50,baseline,15,0.9393998063891578
3011,50,baseline,16,0.9393998063891578
3011,50,baseline,17,0.9393998063891578
3011,50,baseline,18,0.9393998063891578
3011,50,baseline,19,0.9393998063891578
3011,50,baseline,20,0.9393998063891578
3011,70,diffusion,1,0.33483059051306874
3011,70,diffusion,2,0.5235624394966119
3011,70,diffusion,3,0.7055179090029041
3011,70,diffusion,4,0.8661374636979671
3011,70,diffusion,5,0.982729912875121
3011,70,baseline,1,0.33483059051306874
3011,70,baseline,2,0.45328170377541144
3011,70,baseline,3,0.6303194578896418
3011,70,baseline,4,0.7619748305905131
3011,70,baseline,5,0.8421684414327202
3011,70,baseline,6,0.903349467570184
3011,70,baseline,7,0.9161277831558567
3011,70,baseline,8,0.934133591481123
3011,70,baseline,9,0.9342884801548886
3011,70,baseline,10,0.9342884801548886
3011,70,baseline,11,0.9342884801548886
3011,70,baseline,12,0.9342884801548886
3011,70,baseline,13,0.9342884801548886
3011,70,baseline,14,0.9342884801548886
3011,70,baseline,15,0.9342884801548886
3011,70,baseline,16,0.9342884801548886
3011,70,baseline,17,0.9342884801548886
3011,70,baseline,18,0.9342884801548886
3011,70,baseline,19,0.9342884801548886
3011,70,baseline,20,0.9342884801548886
3011,100,diffusion,1,0.4979670861568248
3011,100,diffusion,2,0.7306098741529525
3011,100,diffusion,3,0.8559535333978703
3011,100,diffusion,4,0.965459825750242
3011,100,baseline,1,0.4979670861568248
3011,100,baseline,2,0.7306098741529525
3011,100,baseline,3,0.8858857696030977
3011,100,baseline,4,0.9172120038722168
3011,100,baseline,5,0.9205033881897386
3011,100,baseline,6,0.9212778315585672
3011,100,baseline,7,0.9212778315585672
3011,100,baseline,8,0.9212778315585672
3011,100,baseline,9,0.9212778315585672
3011,100,baseline,10,0.9212778315585672
3011,100,baseline,11,0.9212778315585672
3011,100,baseline,12,0.9212778315585672
3011,100,baseline,13,0.9212778315585672
3011,100,baseline,14,0.9212778315585672
3011,100,baseline,15,0.9212778315585672
3011,100,baseline,16,0.9212778315585672
3011,100,baseline,17,0.9212778315585672
3011,100,baseline,18,0.9212778315585672
3011,100,baseline,19,0.9212778315585672
3011,100,baseline,20,0.9212778315585672
5061,30,diffusion,1,0.0824283305227656
5061,30,diffusion,2,0.08839797639123102
5061,30,diffusion,3,0.09237774030354132
5061,30,diffusion,4,0.09436762225969646
5061,30,diffusion,5,0.09436762225969646
5061,30,diffusion,6,0.09436762225969646
5061,30,diffusion,7,0.09436762225969646
5061,30,diffusion,8,0.09436762225969646
5061,30,diffusion,9,0.09436762225969646
5061,30,diffusion,10,0.09436762225969646
5061,30,diffusion,11,0.09436762225969646
5061,30,diffusion,12,0.09436762225969646
5061,30,diffusion,13,0.09436762225969646
5061,30,diffusion,14,0.09436762225969646
5061,30,diffusion,15,0.09436762225969646
5061,30,diffusion,16,0.09436762225969646
5061,30,diffusion,17,0.09436762225969646
5061,30,diffusion,18,0.09436762225969646
5061,30,diffusion,19,0.09436762225969646
5061,30,diffusion,20,0.09436762225969646
5061,30,baseline,1,0.0824283305227656
5061,30,baseline,2,0.08839797639123102
5061,30,baseline,3,0.09237774030354132
5061,30,baseline,4,0.09436762225969646
5061,30,baseline,5,0.09436762225969646
5061,30,baseline,6,0.09436762225969646
5061,30,baseline,7,0.09436762225969646
5061,30,baseline,8,0.09436762225969646
5061,30,baseline,9,0.09436762225969646
5061,30,baseline,10,0.09436762225969646
5061,30,baseline,11,0.09436762225969646
5061,30,baseline,12,0.09436762225969646
5061,30,baseline,13,0.09436762225969646
5061,30,baseline,14,0.09436762225969646
5061,30,baseline,15,0.09436762225969646
5061,30,baseline,16,0.09436762225969646
5061,30,baseline,17,0.09436762225969646
5061,30,baseline,18,0.09436762225969646
5061,30,baseline,19,0.09436762225969646
5061,30,baseline,20,0.09436762225969646
5061,50,diffusion,1,0.15038785834738616
5061,50,diffusion,2,0.25035413153457
5061,50,diffusion,3,0.38644182124789206
5061,50,diffusion,4,0.4488701517706577
5061,50,diffusion,5,0.49325463743676223
5061,50,diffusion,6,0.636593591905565
5061,50,diffusion,7,0.6893086003372682
5061,50,diffusion,8,0.7221922428330523
5061,50,diffusion,9,0.8337942664418212
5061,50,diffusion,10,0.9723777403035413
5061,50,baseline,1,0.15038785834738616
5061,50,baseline,2,0.1872512647554806
5061,50,baseline,3,0.27143338954468804
5061,50,baseline,4,0.3736256323777403
5061,50,baseline,5,0.4672512647554806
5061,50,baseline,6,0.5005059021922428
5061,50,baseline,7,0.5219561551433389
5061,50,baseline,8,0.6687352445193929
5061,50,baseline,9,0.7457672849915683
5061,50,baseline,10,0.7534569983136593
5061,50,baseline,11,0.7919055649241147
5061,50,baseline,12,0.8185497470489039
5061,50,baseline,13,0.9652276559865093
5061,70,diffusion,1,0.19706576728499156
5061,70,diffusion,2,0.2372681281618887
5061,70,diffusion,3,0.35224283305227655
5061,70,diffusion,4,0.5201349072512648
5061,70,diffusion,5,0.5763575042158516
5061,70,diffusion,6,0.7544013490725127
5061,70,diffusion,7,0.9471500843170321
5061,70,diffusion,8,0.9822934232715008
5061,70,baseline,1,0.19706576728499156
5061,70,baseline,2,0.23598650927487352
5061,70,baseline,3,0.44623946037099493
5061,70,baseline,4,0.4489376053962901
5061,70,baseline,5,0.6433726812816188
5061,70,baseline,6,0.6586846543001686
5061,70,baseline,7,0.7613153456998314
5061,70,baseline,8,0.873558178752108
5061,70,baseline,9,0.9973018549747049
5061,100,diffusion,1,0.22731871838111298
5061,100,diffusion,2,0.27588532883642497
5061,100,diffusion,3,0.5047554806070826
5061,100,diffusion,4,0.5737605396290051
5061,100,diffusion,5,0.5850927487352445
5061,100,diffusion,6,0.5879932546374368
5061,100,diffusion,7,0.5890725126475548
5061,100,diffusion,8,0.5891736930860034
5061,100,diffusion,9,0.5891736930860034
5061,100,diffusion,10,0.5891736930860034
5061,100,diffusion,11,0.5891736930860034
5061,100,diffusion,12,0.5891736930860034
5061,100,diffusion,13,0.5891736930860034
5061,100,diffusion,14,0.5891736930860034
5061,100,diffusion,15,0.5891736930860034
5061,100,diffusion,16,0.5891736930860034
5061,100,diffusion,17,0.5891736930860034
5061,100,diffusion,18,0.5891736930860034
5061,100,diffusion,19,0.5891736930860034
5061,100,diffusion,20,0.5891736930860034
5061,100,baseline,1,0.22731871838111298
5061,100,baseline,2,0.27588532883642497
5061,100,baseline,3,0.5047554806070826
5061,100,baseline,4,0.5737605396290051
5061,100,baseline,5,0.5850927487352445
5061,100,baseline,6,0.5879932546374368
5061,100,baseline,7,0.5890725126475548
5061,100,baseline,8,0.5891736930860034
5061,100,baseline,9,0.5891736930860034
5061,100,baseline,10,0.5891736930860034
5061,100,baseline,11,0.5891736930860034
5061,100,baseline,12,0.5891736930860034
5061,100,baseline,13,0.5891736930860034
5061,100,baseline,14,0.5891736930860034
5061,100,baseline,15,0.5891736930860034
5061,100,baseline,16,0.5891736930860034
5061,100,baseline,17,0.5891736930860034
5061,100,baseline,18,0.5891736930860034
5061,100,baseline,19,0.5891736930860034
5061,100,baseline,20,0.5891736930860034
8751,30,diffusion,1,0.053688632186925704
8751,30,diffusion,2,0.060435809923864534
8751,30,diffusion,3,0.06271987398267262
8751,30,diffusion,4,0.06411131530585455
8751,30,diffusion,5,0.06411131530585455
8751,30,diffusion,6,0.06411131530585455
8751,30,diffusion,7,0.06411131530585455
8751,30,diffusion,8,0.06411131530585455
8751,30,diffusion,9,0.06411131530585455
8751,30,diffusion,10,0.06411131530585455
8751,30,diffusion,11,0.06411131530585455
8751,30,diffusion,12,0.06411131530585455
8751,30,diffusion,13,0.06411131530585455
8751,30,diffusion,14,0.06411131530585455
8751,30,diffusion,15,0.06411131530585455
8751,30,diffusion,16,0.06411131530585455
8751,30,diffusion,17,0.06411131530585455
8751,30,diffusion,18,0.06411131530585455
8751,30,diffusion,19,0.06411131530585455
8751,30,diffusion,20,0.06411131530585455
8751,30,baseline,1,0.053688632186925704
8751,30,baseline,2,0.060435809923864534
8751,30,baseline,3,0.06271987398267262
8751,30,baseline,4,0.06411131530585455
8751,30,baseline,5,0.06411131530585455
8751,30,baseline,6,0.06411131530585455
8751,30,baseline,7,0.06411131530585455
8751,30,baseline,8,0.06411131530585455
8751,30,baseline,9,0.06411131530585455
8751,30,baseline,10,0.06411131530585455
8751,30,baseline,11,0.06411131530585455
8751,30,baseline,12,0.06411131530585455
8751,30,baseline,13,0.06411131530585455
8751,30,baseline,14,0.06411131530585455
8751,30,baseline,15,0.06411131530585455
8751,30,baseline,16,0.06411131530585455
8751,30,baseline,17,0.06411131530585455
8751,30,baseline,18,0.06411131530585455
8751,30,baseline,19,0.06411131530585455
8751,30,baseline,20,0.06411131530585455
8751,50,diffusion,1,0.10538199002362825
8751,50,diffusion,2,0.20669467051719612
8751,50,diffusion,3,0.24043055920189027
8751,50,diffusion,4,0.3297978472039905
8751,50,diffusion,5,0.41945392491467576
8751,50,diffusion,6,0.5157259123129431
8751,50,diffusion,7,0.6100551325807299
8751,50,diffusion,8,0.7180887372013652
8751,50,diffusion,9,0.7639012864268837
8751,50,diffusion,10,0.8311892885271724
8751,50,diffusion,11,0.8756366500393804
8751,50,diffusion,12,0.9375164085061696
8751,50,diffusion,13,0.9640588080861119
8751,50,baseline,1,0.10538199002362825
8751,50,baseline,2,0.2181412444211079
8751,50,baseline,3,0.25896560777106853
8751,50,baseline,4,0.28317143607246
8751,50,baseline,5,0.3632974533998425
8751,50,baseline,6,0.45838802835389864
8751,50,baseline,7,0.5051194539249146
8751,50,baseline,8,0.6178524547125229
8751,50,baseline,9,0.6209241270674718
8751,50,baseline,10,0.7333158309267525
8751,50,baseline,11,0.8445523759516934
8751,50,baseline,12,0.8505907062221055
8751,50,baseline,13,0.87156734050932
8751,50,baseline,14,0.8985560514570754
8751,50,baseline,15,0.9742452087161985
8751,70,diffusion,1,0.16521396692045157
8751,70,diffusion,2,0.25476503019165136
8751,70,diffusion,3,0.35221843003412967
8751,70,diffusion,4,0.47041218167498033
8751,70,diffusion,5,0.5887634549750591
8751,70,diffusion,6,0.7103176686794435
8751,70,diffusion,7,0.7674192701496456
8751,70,diffusion,8,0.8814386978209504
8751,70,diffusion,9,0.9235232344447362
8751,70,diffusion,10,0.9668941979522184
8751,70,baseline,1,0.16521396692045157
8751,70,baseline,2,0.26497768443160935
8751,70,baseline,3,0.38138619060120765
8751,70,baseline,4,0.4774218955106327
8751,70,baseline,5,0.5735101076398005
8751,70,baseline,6,0.7067996849566816
8751,70,baseline,7,0.7102651614597008
8751,70,baseline,8,0.7226568653189813
8751,70,baseline,9,0.7668416907324758
8751,70,baseline,10,0.7669204515620898
8751,70,baseline,11,0.7669204515620898
8751,70,baseline,12,0.7669204515620898
8751,70,baseline,13,0.7669204515620898
8751,70,baseline,14,0.7669204515620898
8751,70,baseline,15,0.7669204515620898
8751,70,baseline,16,0.7669204515620898
8751,70,baseline,17,0.7669204515620898
8751,70,baseline,18,0.7669204515620898
8751,70,baseline,19,0.7669204515620898
8751,70,baseline,20,0.7669204515620898
8751,100,diffusion,1,0.23538986610658966
8751,100,diffusion,2,0.3487529535311105
8751,100,diffusion,3,0.5103176686794434
8751,100,diffusion,4,0.7514570753478603
8751,100,diffusion,5,0.7774481491205041
8751,100,diffusion,6,0.7862431084274087
8751,100,diffusion,7,0.7896823313205565
8751,100,diffusion,8,0.7907849829351535
8751,100,diffusion,9,0.7924652139669205
8751,100,diffusion,10,0.7924652139669205
8751,100,diffusion,11,0.7924652139669205
8751,100,diffusion,12,0.7924652139669205
8751,100,diffusion,13,0.7924652139669205
8751,100,diffusion,14,0.7924652139669205
8751,100,diffusion,15,0.7924652139669205
8751,100,diffusion,16,0.7924652139669205
8751,100,diffusion,17,0.7924652139669205
8751,100,diffusion,18,0.7924652139669205
8751,100,diffusion,19,0.7924652139669205
8751,100,diffusion,20,0.7924652139669205
8751,100,baseline,1,0.23538986610658966
8751,100,baseline,2,0.3487529535311105
8751,100,baseline,3,0.5564452612234182
8751,100,baseline,4,0.7589393541611972
8751,100,baseline,5,0.8991336308742452
8751,100,baseline,6,0.911315305854555
8751,100,baseline,7,0.9162772381202415
8751,100,baseline,8,0.973772643738514
9025,30,diffusion,1,0.05127957508450024
9025,30,diffusion,2,0.06273941735071624
9025,30,diffusion,3,0.0693384838242395
9025,30,diffusion,4,0.07223563495895703
9025,30,diffusion,5,0.07349106711733462
9025,30,diffusion,6,0.0748430709802028
9025,30,diffusion,7,0.0748430709802028
9025,30,diffusion,8,0.0748430709802028
9025,30,diffusion,9,0.0748430709802028
9025,30,diffusion,10,0.0748430709802028
9025,30,diffusion,11,0.0748430709802028
9025,30,diffusion,12,0.0748430709802028
9025,30,diffusion,13,0.0748430709802028
9025,30,diffusion,14,0.0748430709802028
9025,30,diffusion,15,0.0748430709802028
9025,30,diffusion,16,0.0748430709802028
9025,30,diffusion,17,0.0748430709802028
9025,30,diffusion,18,0.0748430709802028
9025,30,diffusion,19,0.0748430709802028
9025,30,diffusion,20,0.0748430709802028
9025,30,baseline,1,0.05127957508450024
9025,30,baseline,2,0.06273941735071624
9025,30,baseline,3,0.0693384838242395
9025,30,baseline,4,0.07223563495895703
9025,30,baseline,5,0.07349106711733462
9025,30,baseline,6,0.0748430709802028
9025,30,baseline,7,0.0748430709802028
9025,30,baseline,8,0.0748430709802028
9025,30,baseline,9,0.0748430709802028
9025,30,baseline,10,0.0748430709802028
9025,30,baseline,11,0.0748430709802028
9025,30,baseline,12,0.0748430709802028
9025,30,baseline,13,0.0748430709802028
9025,30,baseline,14,0.0748430709802028
9025,30,baseline,15,0.0748430709802028
9025,30,baseline,16,0.0748430709802028
9025,30,baseline,17,0.0748430709802028
9025,30,baseline,18,0.0748430709802028
9025,30,baseline,19,0.0748430709802028
9025,30,baseline,20,0.0748430709802028
9025,50,diffusion,1,0.10362143891839691
9025,50,diffusion,2,0.2003540962497988
9025,50,diffusion,3,0.27098020280057944
9025,50,diffusion,4,0.42675036214389184
9025,50,diffusion,5,0.5007564783518429
9025,50,diffusion,6,0.5990986640914212
9025,50,diffusion,7,0.613165942378883
9025,50,diffusion,8,0.637308868501529
9025,50,diffusion,9,0.732335425720264
9025,50,diffusion,10,0.7659101883148237
9025,50,diffusion,11,0.7662320939964591
9025,50,diffusion,12,0.7662320939964591
9025,50,diffusion,13,0.7662320939964591
9025,50,diffusion,14,0.7662320939964591
9025,50,diffusion,15,0.7662320939964591
9025,50,diffusion,16,0.7662320939964591
9025,50,diffusion,17,0.7662320939964591
9025,50,diffusion,18,0.7662320939964591
9025,50,diffusion,19,0.7662320939964591
9025,50,diffusion,20,0.7662320939964591
9025,50,baseline,1,0.10362143891839691
9025,50,baseline,2,0.2003540962497988
9025,50,baseline,3,0.27098020280057944
9025,50,baseline,4,0.42675036214389184
9025,50,baseline,5,0.5169483341380975
9025,50,baseline,6,0.5425720263962659
9025,50,baseline,7,0.6892644455174634
9025,50,baseline,8,0.7863511990986641
9025,50,baseline,9,0.7924352164815709
9025,50,baseline,10,0.8230806373732497
9025,50,baseline,11,0.8231128279414132
9025,50,baseline,12,0.913021084822147
9025,50,baseline,13,0.9522291968453244
9025,70,diffusion,1,0.16822790922259778
9025,70,diffusion,2,0.2612586512151939
9025,70,diffusion,3,0.3565749235474006
9025,70,diffusion,4,0.6660872364397231
9025,70,diffusion,5,0.8441010783840335
9025,70,diffusion,6,0.8852084339288588
9025,70,diffusion,7,0.8855947207468212
9025,70,diffusion,8,0.9065829711894415
9025,70,diffusion,9,0.9069370674392403
9025,70,diffusion,10,0.9271205536777725
9025,70,diffusion,11,0.9271205536777725
9025,70,diffusion,12,0.9275712216320618
9025,70,diffusion,13,0.9275712216320618
9025,70,diffusion,14,0.9395139224207307
9025,70,diffusion,15,0.9395139224207307
9025,70,diffusion,16,0.9395139224207307
9025,70,diffusion,17,0.9395139224207307
9025,70,diffusion,18,0.9441171736681152
9025,70,diffusion,19,0.9441171736681152
9025,70,diffusion,20,0.9441171736681152
9025,70,baseline,1,0.16822790922259778
9025,70,baseline,2,0.23508771929824562
9025,70,baseline,3,0.3842910027361983
9025,70,baseline,4,0.6052792531788186
9025,70,baseline,5,0.7506196684371479
9025,70,baseline,6,0.7588604538870111
9025,70,baseline,7,0.8379526798647996
9025,70,baseline,8,0.850957669402865
9025,70,baseline,9,0.854981490423306
9025,70,baseline,10,0.8552390149686142
9025,70,baseline,11,0.8553033961049412
9025,70,baseline,12,0.8553033961049412
9025,70,baseline,13,0.8553033961049412
9025,70,baseline,14,0.8553033961049412
9025,70,baseline,15,0.8553033961049412
9025,70,baseline,16,0.8553033961049412
9025,70,baseline,17,0.8553033961049412
9025,70,baseline,18,0.8553033961049412
9025,70,baseline,19,0.8553033961049412
9025,70,baseline,20,0.8553033961049412
9025,100,diffusion,1,0.21567680669563818
9025,100,diffusion,2,0.32959922742636405
9025,100,diffusion,3,0.692901979719942
9025,100,diffusion,4,0.8250442620312248
